word	label	negative	neutral	positive
@overloved	positive	0.096	0.142	0.762
@lethebashar	positive	0.121	0.369	0.51
trang	neutral	0.485	0.505	0.01
trans	neutral	0.326	0.53	0.145
amigas	neutral	0.097	0.605	0.297
interestingly	neutral	0.227	0.585	0.188
re-watching	neutral	0.31	0.366	0.325
ritas	neutral	0.029	0.755	0.216
duhhh	positive	0.444	0.048	0.507
rubbed	negative	0.627	0.356	0.017
netball	neutral	0.26	0.55	0.19
@shiningthunder	negative	0.552	0.197	0.252
rites	negative	0.52	0.443	0.037
arguing	negative	0.859	0.072	0.07
tables	neutral	0.137	0.822	0.041
31st	neutral	0.145	0.717	0.138
bestiee	positive	0.067	0.348	0.585
besties	neutral	0.067	0.674	0.258
@miley	positive	0.138	0.209	0.654
reaaaally	positive	0.094	0.386	0.521
chesterfield	neutral	0.022	0.888	0.09
@quinland	neutral	0.193	0.586	0.221
graeme	neutral	0.006	0.82	0.173
rissa	negative	0.683	0.281	0.035
stress-free	positive	0.048	0.024	0.927
impacted	negative	0.696	0.131	0.172
@rowdyeh	positive	0.091	0.333	0.576
zzzzzzz	negative	0.451	0.391	0.158
@aubreyoday	positive	0.091	0.159	0.75
lazyness	negative	0.618	0.24	0.142
aaaargh	negative	0.808	0.153	0.039
fairgrounds	neutral	0.07	0.781	0.149
rubbin	neutral	0.247	0.587	0.165
@selenagomez	positive	0.062	0.177	0.761
@ilikebubbles	positive	0.084	0.353	0.562
reduces	positive	0.222	0.177	0.601
@azblueeyes	neutral	0.253	0.596	0.151
32gb	positive	0.204	0.274	0.522
@fionaflame	positive	0.057	0.332	0.611
pronouncing	positive	0.069	0.296	0.635
@chantiparnell	positive	0.34	0.223	0.437
tracy	neutral	0.076	0.835	0.09
track	neutral	0.117	0.632	0.251
traci	neutral	0.03	0.85	0.12
unheard	negative	0.57	0.162	0.268
trade	neutral	0.109	0.671	0.22
@heathcrush	positive	0.414	0.138	0.449
jupiter	neutral	0.214	0.546	0.24
sculpting	neutral	0.209	0.697	0.094
'pam\'s'	positive	0.248	0.247	0.505
@jameskysonlee	positive	0.07	0.418	0.511
overtake	positive	0.354	0.193	0.453
@talindab	positive	0.024	0.367	0.609
laidback	neutral	0.009	0.773	0.218
@staaceeyy	negative	0.56	0.376	0.064
iranians	negative	0.773	0.046	0.181
grains	positive	0.045	0.148	0.807
dukes	neutral	0.268	0.582	0.15
responds	negative	0.595	0.204	0.201
@patricklanglois	positive	0.114	0.26	0.626
@xomusicloverxo	negative	0.463	0.363	0.174
dulce	neutral	0.096	0.725	0.179
becoming	neutral	0.278	0.62	0.101
wetsuit	neutral	0.174	0.799	0.027
dotted	neutral	0.185	0.704	0.111
jiayou	positive	0.007	0.127	0.866
flooded	negative	0.55	0.375	0.075
@mrrathbone	neutral	0.17	0.449	0.381
keisha	neutral	0.052	0.731	0.217
@gsmbk	positive	0.242	0.228	0.531
authentication	neutral	0.254	0.47	0.277
@jpmizdelicious	negative	0.629	0.17	0.201
3500	neutral	0.054	0.861	0.085
@jaredleto	positive	0.026	0.435	0.54
soaked	negative	0.586	0.368	0.046
soaker	negative	0.472	0.358	0.17
peeping	neutral	0.142	0.758	0.1
@marycherry044	positive	0.333	0.097	0.57
barnes	neutral	0.148	0.747	0.105
'zzzzz\'s'	neutral	0.136	0.7	0.164
#noundiessunday	positive	0.262	0.067	0.67
cynthia	neutral	0.019	0.578	0.403
wahahaha	positive	0.013	0.325	0.662
@sapphyno1	neutral	0.291	0.555	0.154
westside	neutral	0.056	0.912	0.032
breathing	negative	0.637	0.247	0.116
nations	positive	0.094	0.434	0.472
jacobs	neutral	0.246	0.395	0.359
jacoby	positive	0.018	0.363	0.619
@edsaint	positive	0.377	0.188	0.435
@wegmusic	positive	0.099	0.302	0.599
neopets	negative	0.69	0.276	0.035
tescos	neutral	0.091	0.839	0.07
soakin	neutral	0.015	0.848	0.137
@locococomoco	positive	0.084	0.364	0.553
dollhouse	neutral	0.189	0.434	0.377
@seandeardorff	positive	0.007	0.056	0.937
aberdeenshire	positive	0.066	0.422	0.511
@suryasnair	neutral	0.067	0.521	0.412
pairs	neutral	0.043	0.852	0.105
@twochix1	positive	0.03	0.17	0.8
pensacola	neutral	0.407	0.504	0.089
yogurt	neutral	0.091	0.783	0.126
@aweekes	neutral	0.078	0.534	0.389
girlsss	positive	0.2	0.386	0.414
graham	neutral	0.112	0.705	0.183
@kaay	neutral	0.242	0.544	0.214
rival	neutral	0.071	0.624	0.305
alexisonfire	neutral	0.244	0.401	0.356
@mpesce	positive	0.282	0.297	0.422
@doinitwell	positive	0.191	0.315	0.494
4weeks	neutral	0.37	0.538	0.092
@brypie	neutral	0.294	0.584	0.121
mwahahahaha	positive	0.208	0.326	0.466
34th	neutral	0.025	0.743	0.232
1rst	negative	0.489	0.303	0.208
veryyyy	positive	0.143	0.173	0.684
'lisa\'s'	negative	0.499	0.253	0.248
@dopegirlfresh	negative	0.719	0.049	0.231
hastings	neutral	0.024	0.879	0.097
leicester	neutral	0.022	0.763	0.215
adriana	neutral	0.058	0.79	0.152
became	neutral	0.282	0.438	0.28
baddddd	negative	0.892	0.035	0.073
@bimbler	positive	0.047	0.315	0.638
archers	positive	0.167	0.371	0.462
dunes	neutral	0.018	0.655	0.327
@djaaries	positive	0.024	0.28	0.696
cockney	negative	0.48	0.356	0.164
restaraunt	neutral	0.206	0.657	0.137
housemate	neutral	0.35	0.449	0.201
35mm	neutral	0.006	0.747	0.246
ahahahahah	positive	0.305	0.231	0.464
trifecta	neutral	0.142	0.503	0.355
@unholyhole	negative	0.412	0.206	0.382
xabi	negative	0.507	0.064	0.43
sadddddd	negative	0.453	0.208	0.338
suzanne	neutral	0.072	0.675	0.252
filmed	negative	0.535	0.358	0.107
pally	neutral	0.404	0.574	0.021
hoping	positive	0.227	0.233	0.54
@springwestend	neutral	0.062	0.843	0.095
palin	neutral	0.25	0.39	0.36
@raybeckerman	positive	0.062	0.132	0.806
'seattle\'s'	neutral	0.171	0.676	0.153
thank-you	positive	0.006	0.264	0.731
palms	negative	0.642	0.3	0.058
summerbreak	positive	0.032	0.359	0.609
trees	neutral	0.2	0.754	0.046
harajuku	neutral	0.384	0.529	0.087
@vanilla_b	negative	0.427	0.312	0.261
@manyafandom	positive	0.318	0.07	0.612
fanboy	positive	0.219	0.317	0.464
xams	negative	0.569	0.176	0.255
treat	neutral	0.312	0.395	0.292
korea	negative	0.519	0.336	0.145
milking	neutral	0.14	0.747	0.114
pamela	neutral	0.224	0.728	0.048
treck	neutral	0.234	0.661	0.105
dumbo	neutral	0.187	0.579	0.234
trent	neutral	0.073	0.554	0.373
hospitals	negative	0.894	0.085	0.022
@kenny_wallace	positive	0.134	0.39	0.476
korma	neutral	0.012	0.856	0.132
@shin_shan	neutral	0.225	0.54	0.235
@zindelayentl	negative	0.651	0.243	0.106
peaches	positive	0.164	0.354	0.481
tearing	neutral	0.467	0.478	0.055
paola	positive	0.128	0.404	0.467
paolo	neutral	0.126	0.472	0.403
tries	negative	0.56	0.31	0.129
tried	negative	0.594	0.31	0.096
outbreak	negative	0.462	0.341	0.197
thoroughly	positive	0.205	0.311	0.484
@lexiepixie	positive	0.007	0.125	0.868
((((((	negative	0.624	0.365	0.011
@brookeburke	positive	0.137	0.333	0.53
allnighter	neutral	0.194	0.749	0.057
tribe	neutral	0.035	0.78	0.185
douchey	negative	0.944	0.016	0.04
@charlotteis	positive	0.04	0.29	0.67
douches	negative	0.907	0.034	0.059
xbla	neutral	0.296	0.672	0.031
@tiaralynn	negative	0.491	0.347	0.162
nightshift	neutral	0.213	0.463	0.323
xbox	negative	0.446	0.442	0.112
showerr	neutral	0.254	0.587	0.16
showers	neutral	0.241	0.623	0.136
roomba	neutral	0.042	0.816	0.142
seeming	negative	0.823	0.138	0.039
@aftashok	neutral	0.188	0.422	0.39
youuuuuuuuu	positive	0.117	0.373	0.51
duper	positive	0.323	0.031	0.645
jeannie	neutral	0.012	0.719	0.269
@hollyhuddleston	neutral	0.362	0.376	0.262
proceeded	negative	0.652	0.295	0.054
microbio	positive	0.015	0.479	0.506
westwood	neutral	0.095	0.718	0.187
@itstayloryall	positive	0.046	0.058	0.896
drafts	neutral	0.145	0.835	0.02
roomie	neutral	0.155	0.566	0.28
pangs	neutral	0.12	0.859	0.021
excitment	positive	0.258	0.194	0.548
dunzo	negative	0.642	0.242	0.115
@lolaam	negative	0.476	0.331	0.193
@loopy_lala	positive	0.066	0.322	0.612
snark	negative	0.576	0.251	0.173
kelvin	neutral	0.071	0.682	0.246
@gdgofficial	neutral	0.111	0.455	0.434
@throwboy	positive	0.001	0.051	0.947
earplugs	neutral	0.273	0.649	0.079
@rhyserichards	neutral	0.086	0.509	0.405
dunny	negative	0.546	0.427	0.027
@flirtbuttons	positive	0.171	0.333	0.496
@laurawalkerxo	neutral	0.146	0.661	0.193
pattaya	neutral	0.404	0.452	0.143
20min	neutral	0.233	0.506	0.26
pansy	negative	0.726	0.217	0.057
dunks	neutral	0.237	0.741	0.022
archies	positive	0.069	0.319	0.612
panty	neutral	0.202	0.741	0.057
dunno	neutral	0.428	0.501	0.071
@1txsage1957	positive	0.094	0.134	0.772
@kg86	positive	0.053	0.277	0.669
@zacislost	positive	0.36	0.138	0.502
snafu	neutral	0.397	0.454	0.149
rooney	negative	0.523	0.349	0.128
@change_for_iran	negative	0.539	0.103	0.358
gether	negative	0.397	0.218	0.386
@vinny_vegas	positive	0.092	0.087	0.821
signings	neutral	0.079	0.693	0.227
3:00	neutral	0.08	0.853	0.067
preview	neutral	0.161	0.79	0.049
3:15	neutral	0.072	0.855	0.073
fandom	negative	0.528	0.379	0.093
3:10	neutral	0.091	0.855	0.054
3:20	neutral	0.101	0.613	0.286
3:30	neutral	0.11	0.795	0.094
churches	neutral	0.404	0.469	0.127
3:45	neutral	0.119	0.808	0.073
3:40	neutral	0.1	0.867	0.033
snape	negative	0.49	0.295	0.214
snaps	neutral	0.255	0.509	0.236
kotor	negative	0.581	0.412	0.007
38th	neutral	0.161	0.575	0.264
panda	neutral	0.469	0.497	0.034
'he\'ll'	positive	0.305	0.186	0.509
anybody	neutral	0.251	0.653	0.095
xddd	positive	0.234	0.112	0.654
duran	positive	0.064	0.329	0.607
pitchfork	neutral	0.361	0.39	0.249
roleplay	neutral	0.448	0.49	0.062
@mrsnasirjones	positive	0.228	0.221	0.551
european	neutral	0.11	0.58	0.311
@jensen_ackles	positive	0.019	0.453	0.528
ferguson	neutral	0.092	0.701	0.208
@savingtime	positive	0.359	0.148	0.493
@a_willow	positive	0.093	0.175	0.731
williams	neutral	0.118	0.633	0.249
sneek	neutral	0.176	0.744	0.08
rodanthe	neutral	0.081	0.795	0.124
'break\'s'	neutral	0.163	0.699	0.138
omgomgomg	negative	0.513	0.255	0.232
checks	negative	0.642	0.275	0.083
overtired	negative	0.902	0.082	0.016
jewish	neutral	0.116	0.709	0.175
exercising	negative	0.455	0.42	0.126
chocolatey	positive	0.169	0.352	0.479
chocolates	neutral	0.123	0.634	0.243
@twisted33	positive	0.295	0.192	0.513
universities	neutral	0.416	0.476	0.108
tiding	neutral	0.087	0.864	0.049
@pamluther	neutral	0.385	0.465	0.15
durin	neutral	0.348	0.47	0.183
westwick	negative	0.501	0.418	0.081
@gunsandbutter12	positive	0.176	0.295	0.53
's\'posed'	negative	0.488	0.242	0.27
coupons	neutral	0.047	0.488	0.465
spiffy	positive	0.018	0.376	0.606
delaney	neutral	0.051	0.676	0.273
@kalediscope	positive	0.257	0.181	0.562
pappy	positive	0.037	0.292	0.671
macchiato	neutral	0.027	0.782	0.191
@spanglegluppet	positive	0.001	0.308	0.691
dropped	neutral	0.427	0.535	0.038
@jessmcflyxxx	neutral	0.139	0.665	0.196
demetri	neutral	0.056	0.853	0.091
xena	positive	0.16	0.39	0.45
rootin	positive	0.216	0.125	0.659
piccadilly	neutral	0.018	0.874	0.109
@iamlegend01	neutral	0.116	0.52	0.364
night/morning	positive	0.132	0.318	0.55
@azeleen	negative	0.721	0.182	0.097
chattanooga	neutral	0.068	0.855	0.077
latley	neutral	0.139	0.739	0.123
trina	positive	0.175	0.311	0.514
mojitos	neutral	0.133	0.585	0.282
@dreamyobsession	positive	0.167	0.201	0.632
tring	negative	0.53	0.414	0.056
trini	negative	0.503	0.436	0.061
trips	neutral	0.113	0.552	0.335
@karthik	negative	0.427	0.34	0.233
finallyyy	positive	0.173	0.109	0.718
@mnstrsnmnchkns	positive	0.3	0.26	0.441
finishin	neutral	0.064	0.768	0.168
heikki	neutral	0.13	0.655	0.215
alexandria	neutral	0.033	0.721	0.245
papas	neutral	0.361	0.599	0.04
papaw	neutral	0.131	0.732	0.138
finishes	neutral	0.376	0.454	0.17
@aussie_matelc	positive	0.187	0.296	0.517
finished	neutral	0.031	0.69	0.279
trish	neutral	0.036	0.62	0.344
stomping	neutral	0.408	0.55	0.042
dutch	neutral	0.065	0.695	0.241
@teairra_monroe	positive	0.075	0.434	0.491
@hannahnicklin	positive	0.21	0.394	0.396
workout	neutral	0.147	0.535	0.317
kelsey	neutral	0.034	0.85	0.116
pasta	neutral	0.061	0.839	0.1
@sunnymchao	neutral	0.294	0.559	0.146
gervais	neutral	0.166	0.584	0.249
titties	neutral	0.256	0.691	0.053
filled	neutral	0.334	0.456	0.21
filler	neutral	0.156	0.806	0.037
spiced	neutral	0.055	0.523	0.422
couples	negative	0.614	0.26	0.126
spicey	positive	0.042	0.462	0.495
spices	neutral	0.105	0.872	0.023
dusty	negative	0.588	0.355	0.057
louboutin	neutral	0.136	0.603	0.261
@caseorganic	neutral	0.079	0.488	0.433
@comfypaws	positive	0.052	0.053	0.895
pasal	neutral	0.051	0.843	0.107
overtime	neutral	0.389	0.419	0.192
@donttrustme49	positive	0.293	0.253	0.454
catherine	neutral	0.081	0.749	0.17
droppin	neutral	0.179	0.478	0.343
cheapo	neutral	0.179	0.512	0.309
@wethedan	positive	0.18	0.234	0.586
baddest	positive	0.179	0.248	0.573
pasok	neutral	0.092	0.517	0.391
'norway\'s'	positive	0.276	0.118	0.606
getcha	neutral	0.225	0.673	0.103
newport	neutral	0.39	0.399	0.211
tidied	neutral	0.194	0.601	0.206
spidey	neutral	0.126	0.725	0.149
spider	negative	0.628	0.365	0.008
rephrase	negative	0.358	0.334	0.308
hardwork	positive	0.443	0.066	0.491
parra	negative	0.751	0.143	0.106
'fiance\'s'	positive	0.118	0.194	0.687
hardwood	neutral	0.11	0.856	0.034
@saltymomma	negative	0.457	0.192	0.351
parvo	negative	0.866	0.011	0.122
@timidheathen	negative	0.458	0.175	0.367
bulldogs	negative	0.709	0.133	0.158
@xbllygbsnii	positive	0.045	0.445	0.51
@yomissb	positive	0.432	0.125	0.443
#tweetbump	positive	0.019	0.143	0.838
pyramids	neutral	0.297	0.542	0.161
parcs	neutral	0.019	0.808	0.174
'heidi\'s'	neutral	0.053	0.84	0.107
'obama\'s'	neutral	0.3	0.378	0.322
blocker	neutral	0.279	0.534	0.187
@mollydotcom	positive	0.114	0.369	0.517
@brinshannara	neutral	0.169	0.757	0.074
parks	neutral	0.119	0.679	0.202
netherlands	neutral	0.074	0.553	0.373
parma	neutral	0.035	0.703	0.262
showbiz	neutral	0.003	0.522	0.474
@ryohakkai	negative	0.699	0.16	0.141
paris	negative	0.392	0.348	0.26
latina	negative	0.502	0.468	0.03
downey	neutral	0.068	0.786	0.146
latino	neutral	0.174	0.569	0.256
downed	negative	0.567	0.392	0.041
benches	neutral	0.331	0.657	0.012
duvet	neutral	0.393	0.516	0.091
downnn	negative	0.67	0.268	0.063
@heyitsmade	neutral	0.188	0.736	0.076
triplets	negative	0.527	0.329	0.144
katrina	neutral	0.237	0.535	0.228
@powerofpink	negative	0.507	0.317	0.176
@kol1986	positive	0.234	0.29	0.476
trong	neutral	0.165	0.821	0.014
@madamecupcake	negative	0.472	0.396	0.133
@banksyart2	negative	0.649	0.335	0.016
@mikecj	neutral	0.048	0.517	0.436
sharapova	neutral	0.271	0.554	0.175
yestrday	neutral	0.072	0.88	0.048
goodmorning	positive	0.085	0.401	0.515
paula	neutral	0.028	0.639	0.332
oysters	neutral	0.251	0.652	0.097
aiden	positive	0.272	0.289	0.439
pauls	neutral	0.268	0.595	0.136
paulo	neutral	0.016	0.5	0.484
mmmhmmm	positive	0.313	0.244	0.444
@kyrobbins	positive	0.04	0.134	0.827
shredding	neutral	0.1	0.797	0.102
aidan	neutral	0.143	0.656	0.201
xiii	neutral	0.112	0.797	0.092
patti	neutral	0.019	0.726	0.255
@omgitslexi	negative	0.775	0.093	0.132
patsy	neutral	0.049	0.693	0.258
@rachealblack110	negative	0.621	0.229	0.15
@beezan	positive	0.061	0.13	0.809
patty	neutral	0.106	0.745	0.149
pattz	negative	0.73	0.246	0.024
duude	negative	0.536	0.353	0.111
existed	neutral	0.4	0.49	0.109
#militarymonday	positive	0.006	0.104	0.889
@onceatweeter	positive	0.088	0.165	0.747
@jadeejonasss	neutral	0.173	0.506	0.322
1000th	positive	0.075	0.407	0.518
carolina	neutral	0.111	0.749	0.139
caroline	neutral	0.051	0.789	0.161
melrose	neutral	0.086	0.808	0.107
phải	negative	0.484	0.425	0.091
association	positive	0.023	0.418	0.559
homeparty	neutral	0.077	0.733	0.189
breanna	neutral	0.001	0.659	0.341
@meara76	neutral	0.014	0.576	0.41
@tresespieces	neutral	0.021	0.574	0.405
@sadyn	neutral	0.059	0.538	0.403
@rgoodchild	positive	0.067	0.425	0.508
@gourmeted	positive	0.013	0.431	0.556
paths	neutral	0.134	0.669	0.197
knocks	positive	0.351	0.174	0.475
patel	neutral	0.099	0.498	0.403
@tifflicious	positive	0.103	0.242	0.655
@donnajonesmcfly	neutral	0.111	0.658	0.231
calvary	neutral	0.037	0.896	0.066
@cleaninggirl	neutral	0.225	0.437	0.338
oolong	neutral	0.001	0.507	0.491
@carterronson	negative	0.475	0.117	0.407
@lynne90	neutral	0.415	0.424	0.161
@sarahteaa	negative	0.472	0.392	0.136
cilantro	neutral	0.039	0.907	0.054
is/was	positive	0.359	0.196	0.445
overheating	negative	0.775	0.216	0.009
textmate	neutral	0.051	0.697	0.252
@mariramos	positive	0.132	0.356	0.512
kosher	negative	0.42	0.204	0.376
patties	neutral	0.072	0.884	0.044
recitals	positive	0.183	0.315	0.502
adidas	neutral	0.046	0.73	0.224
breakin	negative	0.535	0.397	0.068
breakie	neutral	0.029	0.632	0.34
numero	positive	0.018	0.383	0.6
mobileme	neutral	0.348	0.592	0.06
jailbroken	positive	0.293	0.162	0.545
xkcd	negative	0.403	0.315	0.282
@cow_grrrl	positive	0.153	0.258	0.59
webpage	neutral	0.104	0.615	0.281
eastside	neutral	0.063	0.859	0.078
@emdanyell	negative	0.559	0.038	0.403
@teeribbzz	negative	0.403	0.24	0.357
@shaantastic	negative	0.436	0.29	0.274
tournaments	negative	0.456	0.41	0.134
gwibber	neutral	0.428	0.473	0.099
'hope\'s'	neutral	0.064	0.633	0.303
commenting	neutral	0.161	0.446	0.393
diaries	neutral	0.331	0.494	0.174
@m0po	neutral	0.219	0.402	0.379
lv&tt	neutral	0.364	0.563	0.073
@kristenh_09	positive	0.024	0.367	0.609
thissss	negative	0.636	0.257	0.107
anderson	neutral	0.234	0.664	0.102
paved	neutral	0.07	0.844	0.085
@iantalbot	positive	0.13	0.341	0.529
alreadyy	positive	0.291	0.313	0.396
yipeeee	positive	0.074	0.135	0.791
optimization	neutral	0.002	0.641	0.356
lobsters	neutral	0.245	0.727	0.027
soulchild	negative	0.567	0.173	0.26
@iloveth	neutral	0.253	0.537	0.211
pamper	positive	0.288	0.048	0.665
lateee	negative	0.722	0.152	0.126
duznt	negative	0.751	0.18	0.069
@littlefletcher	positive	0.023	0.311	0.666
kellys	neutral	0.324	0.593	0.082
@madisonmitchell	positive	0.092	0.381	0.526
@replied	negative	0.43	0.26	0.31
@nathanflores17	neutral	0.136	0.555	0.309
@jaxlicurse	positive	0.008	0.115	0.878
@replies	neutral	0.36	0.456	0.184
shoprite	neutral	0.431	0.479	0.09
xmas	neutral	0.078	0.697	0.225
payne	neutral	0.433	0.524	0.043
shepard	negative	0.548	0.408	0.045
@laraduckytay	neutral	0.234	0.642	0.125
latest	neutral	0.267	0.509	0.224
xmen	negative	0.44	0.333	0.227
laterz	neutral	0.054	0.714	0.232
laterr	neutral	0.165	0.727	0.107
laters	neutral	0.038	0.629	0.333
7hours	negative	0.619	0.305	0.076
z100	neutral	0.29	0.473	0.237
identified	neutral	0.312	0.36	0.328
lately	negative	0.607	0.345	0.049
@spinningdiscs	neutral	0.257	0.476	0.267
bistro	neutral	0.029	0.773	0.198
coasters	neutral	0.08	0.548	0.372
shedding	neutral	0.344	0.358	0.298
payed	neutral	0.227	0.686	0.088
@rina_spn	neutral	0.273	0.469	0.258
@andrewhuntre	positive	0.136	0.189	0.675
payin	negative	0.449	0.419	0.132
derbyshire	neutral	0.228	0.706	0.066
overturned	neutral	0.383	0.591	0.027
@miraclelaurie	neutral	0.041	0.523	0.436
beerfest	neutral	0.049	0.524	0.427
kellan	neutral	0.069	0.757	0.174
landscapes	positive	0.03	0.393	0.577
carless	negative	0.588	0.383	0.029
64-bit	neutral	0.027	0.81	0.164
parkway	neutral	0.087	0.894	0.018
leavee	negative	0.697	0.287	0.016
2bad	negative	0.58	0.187	0.233
mainly	neutral	0.326	0.54	0.134
leaves	negative	0.507	0.313	0.18
kellie	neutral	0.041	0.503	0.456
waterpark	neutral	0.284	0.683	0.034
yvette	neutral	0.072	0.668	0.26
kelley	neutral	0.039	0.748	0.214
keller	neutral	0.022	0.809	0.168
aight	neutral	0.311	0.368	0.321
hungover	negative	0.809	0.11	0.081
leavin	negative	0.502	0.367	0.131
@that_girl_jenn	neutral	0.344	0.464	0.192
@mcuban	positive	0.244	0.272	0.483
@tomfelton	positive	0.01	0.29	0.7
'b\'day'	positive	0.027	0.355	0.617
@zanidia	neutral	0.396	0.505	0.098
unlocking	neutral	0.083	0.464	0.454
snort	negative	0.758	0.051	0.191
prevent	neutral	0.363	0.55	0.087
snoop	neutral	0.154	0.803	0.043
arghhhhhh	negative	0.752	0.2	0.048
h-town	neutral	0.381	0.542	0.076
redheads	negative	0.714	0.127	0.159
troubleshoot	neutral	0.4	0.573	0.028
shropshire	neutral	0.017	0.585	0.397
snows	negative	0.678	0.193	0.129
gardeners	negative	0.444	0.42	0.136
truee	positive	0.163	0.242	0.595
english	neutral	0.06	0.79	0.151
truer	positive	0.227	0.096	0.678
@jasonshand	positive	0.18	0.339	0.481
cleveland	neutral	0.138	0.731	0.131
@somaya_reece	positive	0.034	0.27	0.696
@naughtymutt	neutral	0.095	0.633	0.273
tristan	neutral	0.073	0.766	0.161
truck	neutral	0.275	0.709	0.015
xong	neutral	0.2	0.763	0.036
@whitsundays	positive	0.01	0.248	0.742
@scorpfromhell	positive	0.088	0.378	0.534
xoox	positive	0.014	0.395	0.592
@nickjonas	positive	0.064	0.227	0.708
gianna	neutral	0.068	0.75	0.183
infomercial	neutral	0.326	0.362	0.312
@its_me_betty	positive	0.063	0.047	0.89
spikey	neutral	0.203	0.727	0.07
spikes	neutral	0.463	0.518	0.019
'assassin\'s'	negative	0.442	0.28	0.279
@shanterowland	positive	0.163	0.283	0.554
faustão	positive	0.023	0.096	0.881
@charltonbrooker	neutral	0.23	0.403	0.367
organizations	neutral	0.044	0.78	0.176
@dwgirl4life	positive	0.128	0.347	0.525
xoxo	positive	0.05	0.249	0.701
princesses	positive	0.228	0.207	0.565
droping	neutral	0.304	0.622	0.074
waiiit	neutral	0.141	0.575	0.284
100000	neutral	0.149	0.719	0.132
haircuts	neutral	0.27	0.624	0.105
@aaronrenfree	positive	0.182	0.399	0.419
@manmademoon	positive	0.067	0.244	0.689
@xvahx	positive	0.019	0.385	0.596
@sweetbullshit	negative	0.558	0.402	0.04
@befibeez	negative	0.558	0.377	0.065
@leighannmol	positive	0.156	0.301	0.543
sipping	neutral	0.102	0.771	0.127
tearful	negative	0.734	0.018	0.248
2day	positive	0.141	0.248	0.61
erykah	neutral	0.046	0.902	0.052
depths	negative	0.685	0.227	0.089
xxxxxx	neutral	0.087	0.491	0.421
http://tinyurl.com/qqw2yd	positive	0	0.482	0.518
reccomend	neutral	0.049	0.675	0.276
inabit	neutral	0.267	0.633	0.1
magicians	neutral	0.313	0.592	0.096
mailed	neutral	0.15	0.475	0.374
bmore	neutral	0.402	0.497	0.101
spills	negative	0.533	0.296	0.171
quizzes	neutral	0.322	0.645	0.033
helpppp	negative	0.799	0.153	0.048
20yrs	positive	0.292	0.279	0.429
@crystalgmurphy	positive	0.004	0.131	0.865
'c\'mon!'	positive	0.098	0.389	0.513
@ms_sugakane	positive	0.059	0.142	0.8
