WORD_NAME	label	negative	neutral	positive
@user4552130	neutral	0.083	0.715	0.202
@user50077	neutral	0.01	0.692	0.298
??????..	neutral	0.07	0.65	0.28
whispers	negative	0.421	0.165	0.414
@user2259	negative	0.505	0.316	0.179
@user2266	positive	0.041	0.211	0.748
@user311611	neutral	0.31	0.542	0.147
????????	neutral	0.157	0.507	0.337
pstbuy	neutral	0.032	0.941	0.028
#media	neutral	0.258	0.52	0.222
wristbands	neutral	0.133	0.59	0.278
brittle	neutral	0.045	0.869	0.086
zillow	neutral	0.156	0.633	0.212
11/13/09	neutral	0.11	0.565	0.325
#afgspeech	negative	0.612	0.153	0.235
djbooth.net	neutral	0.14	0.82	0.04
broadcom	neutral	0.13	0.687	0.183
@user2345	positive	0.109	0.269	0.622
@user2344	positive	0.317	0.341	0.342
@user2393	negative	0.734	0.124	0.143
vaughn	neutral	0.091	0.558	0.351
heyya	positive	0.195	0.159	0.647
heyyy	positive	0.129	0.428	0.442
@user311585	negative	0.384	0.326	0.29
insight	neutral	0.016	0.501	0.483
@user2307	positive	0	0.486	0.514
@user2309	neutral	0.271	0.484	0.245
@user2335	positive	0.028	0.203	0.769
twiverts	neutral	0.024	0.766	0.21
tenemos	neutral	0.098	0.769	0.132
oxtails	neutral	0.237	0.708	0.055
tomatoes	neutral	0.169	0.754	0.077
@user2401	neutral	0.055	0.516	0.429
@user2889877	negative	0.558	0.385	0.057
@user2403	negative	0.542	0.134	0.324
@user575989	positive	0.226	0.033	0.741
beverley	neutral	0.034	0.574	0.391
:ddddd	positive	0.17	0.148	0.683
#fluffyguyonustream	positive	0.102	0.335	0.562
@user50136	positive	0.118	0.241	0.641
@user50139	positive	0.085	0.25	0.665
@user50188	positive	0.005	0.425	0.57
@user311297	neutral	0.115	0.649	0.236
@user311287	neutral	0.232	0.444	0.325
listorious	neutral	0.109	0.712	0.18
landlords	neutral	0.337	0.524	0.139
#russia	neutral	0.395	0.474	0.131
dessas	neutral	0.153	0.823	0.023
volunteered	neutral	0.047	0.61	0.344
@user2516	positive	0.114	0.413	0.473
@user2535	positive	0.164	0.262	0.574
desses	neutral	0.236	0.703	0.061
@user2527	positive	0.08	0.349	0.571
@user2556	positive	0.161	0.348	0.491
#bdnews	negative	0.532	0.256	0.212
@user2543	neutral	0.207	0.697	0.096
@user50495	negative	0.559	0.298	0.143
@user50486	neutral	0.04	0.501	0.459
lyrics	neutral	0.195	0.524	0.282
stimulated	negative	0.857	0.047	0.096
social-networking	neutral	0.194	0.526	0.28
gustav	neutral	0.242	0.465	0.293
#biggestloser	neutral	0.163	0.507	0.33
vaults	neutral	0.109	0.565	0.326
@user311262	positive	0.379	0.038	0.583
@user311220	neutral	0.346	0.524	0.13
destin	neutral	0.037	0.662	0.3
@user2654	neutral	0.143	0.616	0.241
@user50517	negative	0.509	0.204	0.288
insides	neutral	0.38	0.565	0.056
insider	neutral	0.099	0.607	0.294
@user50533	neutral	0.075	0.528	0.397
@user2697	positive	0.393	0.125	0.482
@user50331	positive	0.056	0.356	0.588
@user50339	negative	0.45	0.403	0.147
@user50357	positive	0.026	0.197	0.777
@user50358	neutral	0.046	0.544	0.41
suckssss	negative	0.733	0.214	0.053
accomplis	positive	0.022	0.052	0.926
@user2719	neutral	0.064	0.631	0.304
@user50364	positive	0.032	0.178	0.79
@user50367	neutral	0.123	0.678	0.199
@user2730	positive	0.194	0.115	0.691
@user2736	neutral	0.139	0.513	0.349
@user2735	negative	0.742	0.154	0.104
@user2739	neutral	0.296	0.364	0.34
@user2729	positive	0.319	0.314	0.366
cycling	neutral	0.046	0.79	0.163
1/1/2010	neutral	0.024	0.79	0.186
gooooooood	positive	0.029	0.26	0.711
@user311067	neutral	0.238	0.643	0.119
@user311066	positive	0.071	0.342	0.587
@user3364776	positive	0.001	0.329	0.67
footballer	neutral	0.104	0.554	0.342
inbetween	neutral	0.42	0.564	0.017
@user2752	neutral	0.233	0.457	0.309
@user2751	neutral	0.244	0.535	0.221
@user2759	positive	0.067	0.363	0.57
myspace.com	neutral	0.131	0.781	0.087
@user2798	positive	0.251	0.209	0.54
@user2790	positive	0.124	0.187	0.689
falters	negative	0.736	0.054	0.209
@user2800	negative	0.467	0.337	0.196
@user2839	positive	0.2	0.114	0.686
breckenridge	neutral	0.247	0.566	0.188
t-swift	neutral	0.155	0.48	0.365
f**king	negative	0.887	0.057	0.056
@user1097058	neutral	0.048	0.74	0.211
@user140772	positive	0.1	0.344	0.555
@user1097070	positive	0.075	0.16	0.765
@user2871	neutral	0.232	0.705	0.063
@user2875	negative	0.699	0.269	0.032
@user2891	neutral	0.096	0.713	0.19
cyclops	negative	0.766	0.189	0.045
persuaded	positive	0.27	0.21	0.52
@user140809	positive	0.033	0.209	0.758
@user140800	negative	0.48	0.256	0.264
@user2921	neutral	0.024	0.593	0.383
@user2949	neutral	0.071	0.554	0.375
@user2963	positive	0.069	0.397	0.534
@user2962	positive	0.015	0.368	0.617
@user208079	neutral	0.202	0.452	0.347
@user208085	positive	0.064	0.292	0.644
self-esteem	negative	0.406	0.205	0.389
murphys	negative	0.617	0.315	0.068
peek-a-boo	neutral	0.093	0.576	0.331
hahahahahahahahahahaha	neutral	0.146	0.656	0.197
wednsday	negative	0.615	0.31	0.075
@user746819	neutral	0.365	0.521	0.114
@user1268741	neutral	0.077	0.575	0.348
@user140511	positive	0.021	0.338	0.642
@user140515	neutral	0.105	0.465	0.431
unplug	neutral	0.085	0.76	0.155
@user140499	negative	0.899	0.091	0.01
@user140605	negative	0.467	0.364	0.169
#wiigiveaway	positive	0.089	0.291	0.62
modular	neutral	0.009	0.764	0.227
conjunct	neutral	0.099	0.839	0.061
modules	neutral	0.071	0.773	0.156
premonition	negative	0.691	0.288	0.021
@user4381278	negative	0.461	0.228	0.311
#acting	neutral	0.053	0.776	0.171
@user140323	neutral	0.016	0.528	0.455
desigh	neutral	0.024	0.675	0.302
self-centered	negative	0.909	0.023	0.068
painkiller	neutral	0.334	0.465	0.2
http://bit.ly/3sveag	positive	0.051	0.344	0.605
@user140218	neutral	0.197	0.449	0.354
smeared	negative	0.592	0.396	0.012
@user1097508	neutral	0.391	0.395	0.214
maggots	negative	0.84	0.127	0.033
<<---	positive	0.273	0.338	0.389
taylorswift13	positive	0.26	0.215	0.526
#gobeavs	neutral	0.197	0.636	0.167
@user1097353	neutral	0.294	0.515	0.191
#detroit	neutral	0.067	0.733	0.2
thyself	positive	0.072	0.291	0.637
@user575258	negative	0.511	0.225	0.264
reaffirms	positive	0.272	0.034	0.694
@user140346	positive	0.059	0.35	0.591
@user140335	neutral	0.262	0.544	0.195
@user140336	neutral	0.059	0.66	0.281
broadens	positive	0.231	0.06	0.709
@user140389	neutral	0.283	0.409	0.308
@user575263	negative	0.423	0.404	0.173
@user575209	negative	0.369	0.368	0.263
tohoshinki	positive	0.196	0.232	0.572
assholes	negative	0.89	0.081	0.03
username	neutral	0.059	0.708	0.232
cabrera	neutral	0.115	0.547	0.338
@user575367	negative	0.573	0.29	0.138
intellectuals	negative	0.668	0.115	0.217
@user140040	neutral	0.073	0.749	0.177
rhinestones	neutral	0.091	0.868	0.041
@user3193922	positive	0.091	0.441	0.468
murphey	negative	0.719	0.25	0.031
lightspeed	neutral	0.287	0.547	0.167
boynton	neutral	0.165	0.759	0.076
#thefandomgivesback	neutral	0.154	0.512	0.334
plunges	negative	0.607	0.365	0.028
tiffin	neutral	0.028	0.829	0.143
plunger	neutral	0.293	0.671	0.035
plunged	negative	0.77	0.222	0.008
#action	negative	0.492	0.218	0.29
#regis_and_kellyashley	positive	0.001	0.493	0.507
@user311973	positive	0.124	0.421	0.455
@user311972	positive	0.308	0.174	0.518
@user311981	neutral	0.031	0.665	0.304
panico	neutral	0.251	0.743	0.006
panics	negative	0.79	0.086	0.125
@user2283567	neutral	0.104	0.619	0.276
panini	neutral	0.028	0.792	0.18
@user1004377	neutral	0.048	0.481	0.471
20mins	neutral	0.384	0.484	0.132
@user1004329	neutral	0.259	0.572	0.168
#chambanaforsale	neutral	0	0.649	0.35
krystals	neutral	0.058	0.58	0.362
#brazil	positive	0.138	0.334	0.528
usally	negative	0.606	0.382	0.011
http://bit.ly/3173mc	neutral	0.25	0.477	0.274
#brazen	positive	0.028	0.332	0.64
@user5897381	neutral	0.016	0.731	0.253
#dontuhate	negative	0.713	0.278	0.009
yk2daily.net:	neutral	0.209	0.648	0.143
w/video	negative	0.62	0.204	0.176
gigabytes	neutral	0.075	0.824	0.101
voices	neutral	0.149	0.701	0.15
voice-	neutral	0.263	0.438	0.3
voice)	negative	0.465	0.364	0.171
voicee	negative	0.502	0.27	0.227
voiced	negative	0.635	0.238	0.127
@user209849	negative	0.694	0.284	0.022
@user209818	positive	0.123	0.428	0.449
@user209805	positive	0.104	0.24	0.656
http://www.meds4udirect.com	neutral	0.049	0.727	0.224
soothes	negative	0.558	0.029	0.413
centipede	neutral	0.338	0.619	0.043
guardians	neutral	0.226	0.454	0.32
dereks	negative	0.561	0.266	0.173
laboratories	neutral	0.024	0.768	0.208
@user209959	positive	0.02	0.431	0.549
@user1004247	neutral	0.05	0.813	0.136
@user209913	positive	0.037	0.137	0.827
@user209912	positive	0.014	0.055	0.931
#todoinny	positive	0.003	0.39	0.607
@user1004869	positive	0.076	0.394	0.53
campbell	neutral	0.199	0.57	0.232
sweetcorn	neutral	0.2	0.661	0.139
alternet	negative	0.536	0.242	0.221
@user209694	neutral	0.075	0.758	0.167
alicia	neutral	0.034	0.838	0.128
alices	neutral	0.273	0.617	0.11
#happybdaymatheusd	neutral	0.204	0.44	0.355
@user209625	positive	0.041	0.117	0.842
crockett	neutral	0.089	0.671	0.241
http://theoatmeal.com/comics/coffee	neutral	0.242	0.461	0.297
tienes	neutral	0.113	0.817	0.07
tienen	neutral	0.183	0.806	0.011
#dictionary	neutral	0.036	0.641	0.322
lubricant	neutral	0.301	0.371	0.328
@user209778	neutral	0.053	0.482	0.465
@user209711	neutral	0.196	0.708	0.096
tiempo	neutral	0.133	0.735	0.132
seacoast	neutral	0.006	0.647	0.347
michigan	neutral	0.34	0.431	0.229
@user209463	neutral	0.192	0.684	0.123
@user209454	negative	0.59	0.34	0.071
@user209458	neutral	0.008	0.734	0.258
4hours	neutral	0.102	0.727	0.171
outburst	negative	0.552	0.342	0.106
@user209444	neutral	0.141	0.719	0.14
@user209450	positive	0.029	0.284	0.687
@user209437	neutral	0.017	0.674	0.309
allenby	neutral	0.308	0.489	0.203
pondering	neutral	0.191	0.708	0.102
heathens	negative	0.765	0.097	0.138
coldstone	neutral	0.052	0.736	0.211
heathers	neutral	0.197	0.545	0.258
rebounds	neutral	0.134	0.72	0.145
play-off	neutral	0.292	0.418	0.29
@user209594	neutral	0.028	0.544	0.428
@user748933	neutral	0.255	0.696	0.049
@user577160	positive	0.041	0.12	0.839
@user209548	positive	0.008	0.45	0.542
@user209530	neutral	0.31	0.576	0.114
@user209517	negative	0.823	0.156	0.021
@user577225	negative	0.549	0.408	0.043
usando	neutral	0.193	0.729	0.078
derail	negative	0.519	0.453	0.028
meanwhile	neutral	0.18	0.551	0.269
preetier	negative	0.488	0.482	0.03
lasalle	neutral	0.053	0.901	0.046
pre-owned	neutral	0.003	0.584	0.413
altering	neutral	0.058	0.738	0.204
microfiber	neutral	0.011	0.904	0.085
@user313673	neutral	0.292	0.593	0.115
crocheted	neutral	0.014	0.874	0.112
@user313698	negative	0.67	0.171	0.159
@user680236	positive	0.331	0.211	0.458
registers	negative	0.64	0.278	0.083
@user313610	positive	0.007	0.199	0.793
@user313606	neutral	0.017	0.573	0.41
@user50760	negative	0.368	0.301	0.331
@user6373780	neutral	0.081	0.473	0.446
#vampirediaries	positive	0.103	0.386	0.511
tierra	neutral	0.005	0.7	0.295
play-doh	neutral	0.07	0.63	0.3
travels	positive	0.017	0.286	0.697
#virgo	neutral	0.002	0.573	0.425
gibsons	neutral	0.367	0.471	0.162
pakistanis	negative	0.758	0.095	0.146
tiered	negative	0.635	0.256	0.109
fonseka	negative	0.577	0.232	0.191
ind-sl	neutral	0.27	0.371	0.359
@user919313	neutral	0.012	0.503	0.486
blip.fm	neutral	0.184	0.449	0.367
'50,000'	neutral	0.014	0.826	0.16
@user313528	positive	0.015	0.147	0.837
daaamn	negative	0.611	0.311	0.078
@user50646	negative	0.546	0.394	0.06
gallbladder	neutral	0.457	0.523	0.021
timbaland	neutral	0.323	0.38	0.297
#upintheair	neutral	0.1	0.625	0.275
kangaroos	neutral	0.393	0.539	0.067
@user313438	neutral	0.032	0.616	0.352
inverter	neutral	0.007	0.766	0.227
blinked	negative	0.574	0.284	0.142
infotech	neutral	0.005	0.681	0.314
@user50975	neutral	0.131	0.671	0.198
@user50982	positive	0.049	0.241	0.71
onions	neutral	0.103	0.855	0.042
@user313295	neutral	0.328	0.636	0.036
@user313288	positive	0.326	0.202	0.472
li-ion	neutral	0.035	0.729	0.236
@user50816	neutral	0.033	0.576	0.391
@user50827	neutral	0.37	0.595	0.035
facetime	neutral	0.105	0.535	0.36
@user50893	neutral	0.084	0.6	0.316
broadway	neutral	0.186	0.707	0.107
globes	neutral	0.16	0.681	0.159
<<<<<	positive	0.289	0.305	0.406
poached	neutral	0.039	0.837	0.125
#onetreehill	neutral	0.099	0.809	0.093
shldnt	negative	0.596	0.329	0.076
@user6373354	negative	0.546	0.047	0.407
shldve	negative	0.664	0.18	0.156
timezones	neutral	0.161	0.454	0.385
westpac	neutral	0.107	0.537	0.356
deleasa	neutral	0.014	0.513	0.474
global	neutral	0.169	0.624	0.206
liburan	neutral	0.082	0.73	0.188
<<===	negative	0.376	0.263	0.361
@user919796	neutral	0.198	0.517	0.285
@user1004067	positive	0.139	0.41	0.451
@user3015	neutral	0.189	0.763	0.047
atwater	neutral	0.017	0.625	0.358
lasagne	neutral	0.076	0.785	0.139
lasagna	neutral	0.073	0.815	0.111
tiesto	positive	0.192	0.38	0.428
wierdest	negative	0.57	0.1	0.33
@user680952	negative	0.486	0.343	0.171
gillingham	neutral	0.169	0.553	0.278
treadmills	neutral	0.315	0.66	0.025
standup	neutral	0.044	0.573	0.383
@user3100	neutral	0.226	0.681	0.094
patricia	neutral	0.074	0.612	0.314
patricks	positive	0.173	0.411	0.416
@user3116	neutral	0.142	0.554	0.304
@user3136	neutral	0.202	0.504	0.294
@user748274	negative	0.38	0.264	0.356
standby	neutral	0.196	0.767	0.037
vantage	neutral	0.026	0.781	0.193
boylston	neutral	0.045	0.828	0.127
@user3150	neutral	0.118	0.745	0.138
@user3152	negative	0.566	0.165	0.27
standin	neutral	0.385	0.555	0.06
@user3191	negative	0.86	0.095	0.044
@user3196	neutral	0.344	0.429	0.227
@user3227	neutral	0.149	0.451	0.4
@user3226	neutral	0.063	0.499	0.438
tangerines	neutral	0.041	0.85	0.109
@user3230	positive	0.053	0.087	0.86
seething	negative	0.762	0.157	0.081
#liltwistandtinashe	neutral	0.318	0.375	0.308
@user51117	neutral	0.35	0.477	0.173
@user3283	negative	0.785	0.195	0.021
@user51139	positive	0.016	0.208	0.776
christmas-themed	neutral	0.043	0.525	0.432
@user51153	neutral	0.365	0.471	0.164
@user51155	negative	0.487	0.242	0.271
@user3362	neutral	0.427	0.541	0.032
@user3372	neutral	0.208	0.489	0.303
tenders	neutral	0.124	0.825	0.05
stankin	negative	0.818	0.178	0.004
tattooing	negative	0.525	0.363	0.112
drinkinq	neutral	0.056	0.544	0.399
@user141199	neutral	0.049	0.51	0.442
@user3303	positive	0.024	0.295	0.682
gurrrl	positive	0.018	0.299	0.683
cyrillic	neutral	0.257	0.663	0.08
#electronic	negative	0.468	0.187	0.345
verizons	negative	0.635	0.263	0.102
jharkhand	negative	0.663	0.154	0.183
@user51039	neutral	0.053	0.537	0.41
@user51038	neutral	0.293	0.36	0.347
cuase	negative	0.889	0.039	0.072
@user51056	neutral	0.362	0.545	0.093
@user51077	positive	0.193	0.286	0.521
@user3432	positive	0.066	0.431	0.503
@user141202	positive	0.047	0.362	0.591
#interesting	neutral	0.182	0.682	0.136
-eric	neutral	0.029	0.699	0.272
compromising	neutral	0.237	0.404	0.359
thyroid	neutral	0.438	0.482	0.08
@user3496	negative	0.51	0.426	0.064
cubic	neutral	0.03	0.926	0.044
@user141292	positive	0.086	0.25	0.663
cubby	neutral	0.201	0.587	0.212
-going	positive	0.012	0.479	0.509
jeydon	positive	0.263	0.27	0.467
cubed	neutral	0.053	0.777	0.17
cubes	neutral	0.146	0.725	0.129
cuban	neutral	0.199	0.599	0.201
@user1096371	positive	0.333	0.164	0.503
@user51334	positive	0.309	0.313	0.378
@user51369	negative	0.599	0.276	0.125
prussia	positive	0.067	0.31	0.623
http://xrl.us/bggewv	neutral	0.094	0.567	0.338
#html5	neutral	0.083	0.726	0.191
@user3555	neutral	0.267	0.414	0.319
@user3554	positive	0.076	0.234	0.69
@user3583	positive	0.187	0.388	0.426
@user3581	positive	0.094	0.365	0.541
@user3570	negative	0.432	0.25	0.317
derulo	neutral	0.21	0.619	0.171
@user312946	neutral	0.141	0.513	0.346
@user3529	neutral	0.045	0.486	0.468
@user3531	positive	0.082	0.286	0.633
#xiahday	positive	0.193	0.276	0.531
@user312800	neutral	0.26	0.617	0.122
@user312806	positive	0.116	0.42	0.464
devendra	neutral	0.455	0.499	0.046
@user51242	neutral	0.336	0.49	0.174
@user51238	positive	0.245	0.305	0.45
hayleys	neutral	0.051	0.527	0.422
@user51270	neutral	0.112	0.861	0.027
@user1096261	neutral	0.261	0.444	0.295
@user51290	neutral	0.148	0.761	0.09
#halloween	positive	0.014	0.245	0.741
@user3692	positive	0.198	0.213	0.589
@user3691	neutral	0.056	0.649	0.296
floridians	neutral	0.074	0.796	0.13
cudnt	negative	0.51	0.431	0.06
uncovered	negative	0.435	0.276	0.289
@user3600	neutral	0.156	0.604	0.239
@user3602	neutral	0.186	0.598	0.216
@user312854	negative	0.503	0.336	0.161
cudis	negative	0.48	0.171	0.348
@user312829	positive	0.192	0.211	0.597
restarts	negative	0.638	0.268	0.094
@user312819	negative	0.695	0.27	0.035
cuddy	negative	0.364	0.329	0.307
@user3659	neutral	0.367	0.521	0.112
@user51536	neutral	0.164	0.632	0.204
@user51535	positive	0.149	0.392	0.459
@user51574	neutral	0.008	0.514	0.478
datetime	neutral	0.029	0.788	0.183
qirls	neutral	0.35	0.502	0.148
drinkers	neutral	0.228	0.539	0.233
beggining	neutral	0.042	0.662	0.296
@user312780	negative	0.414	0.217	0.369
@user312774	neutral	0.118	0.523	0.359
curtindo	neutral	0.204	0.639	0.157
@user312792	negative	0.494	0.196	0.31
jaheim	negative	0.466	0.273	0.261
@user3721	negative	0.481	0.041	0.478
@user3729	neutral	0.462	0.475	0.064
@user3742	neutral	0.347	0.393	0.259
@user3741	positive	0.024	0.458	0.517
@user312767	neutral	0.05	0.487	0.463
@user3743	negative	0.486	0.385	0.13
http://4skincarebeauty.blogspot.com	neutral	0.331	0.386	0.283
@user3760	positive	0.025	0.132	0.843
@user3762	positive	0.044	0.131	0.825
@user3761	positive	0.005	0.366	0.629
@user3765	positive	0.041	0.226	0.733
@user3759	neutral	0.132	0.684	0.184
@user3787	neutral	0.196	0.494	0.31
@user3775	positive	0.001	0.337	0.662
@user3777	positive	0.043	0.415	0.542
@user51426	neutral	0.372	0.58	0.047
maynard	neutral	0.08	0.736	0.184
@user51475	positive	0.063	0.435	0.503
derosa	neutral	0.015	0.687	0.299
@user851777	positive	0.04	0.292	0.668
friedman	neutral	0.195	0.623	0.182
@user312676	negative	0.512	0.385	0.103
decatur	neutral	0.007	0.778	0.216
@user3840	positive	0.13	0.169	0.701
@user3837	neutral	0.106	0.48	0.414
@user3862	neutral	0.207	0.713	0.08
@user3850	neutral	0.034	0.616	0.35
@user3851	neutral	0.053	0.7	0.248
@user312639	positive	0.03	0.061	0.909
@user3859	neutral	0.338	0.456	0.206
highschool	negative	0.569	0.361	0.071
ruffin	neutral	0.31	0.553	0.137
@user3884	positive	0.026	0.334	0.64
cuffs	neutral	0.163	0.82	0.017
@user312608	positive	0.052	0.341	0.607
kierkegaard	positive	0.432	0.053	0.515
@user3931	neutral	0.464	0.507	0.03
#philanthropy	neutral	0.034	0.76	0.206
farmington	neutral	0.011	0.766	0.223
vouchers	positive	0.179	0.332	0.489
11/14/09	neutral	0.049	0.759	0.192
@user312587	negative	0.771	0.196	0.032
@user312593	neutral	0.007	0.527	0.466
brittanys	negative	0.6	0.266	0.134
realtor	neutral	0.035	0.701	0.264
@user680018	positive	0.023	0.117	0.86
@user3962	positive	0.215	0.362	0.423
@user3983	positive	0.038	0.399	0.563
@user3986	negative	0.494	0.34	0.166
@user51847	positive	0.079	0.422	0.5
alissa	neutral	0.112	0.591	0.297
estonia	negative	0.42	0.396	0.184
plummer	neutral	0.107	0.779	0.114
alison	neutral	0.025	0.569	0.406
counseling	neutral	0.175	0.65	0.175
@user312389	positive	0.248	0.207	0.545
notepad	neutral	0.049	0.902	0.049
'8,000'	neutral	0.029	0.739	0.232
alisha	positive	0.026	0.458	0.516
@user312479	negative	0.625	0.221	0.154
derren	neutral	0.17	0.591	0.239
@user51734	positive	0.158	0.361	0.48
stanley	neutral	0.106	0.649	0.244
@user209294	positive	0.156	0.39	0.454
tightens	negative	0.56	0.123	0.317
tightest	negative	0.727	0.044	0.229
@user747950	negative	0.357	0.339	0.304
bankers	negative	0.708	0.164	0.128
rejoins	positive	0.264	0.291	0.445
panama	neutral	0.02	0.766	0.213
toulouse	neutral	0.203	0.574	0.223
campanha	neutral	0.325	0.57	0.104
@user2626382	positive	0.024	0.272	0.704
marshmallows	neutral	0.082	0.702	0.216
@user576066	positive	0.091	0.235	0.675
@user209387	negative	0.723	0.128	0.149
accenture	neutral	0.318	0.629	0.054
@user209319	positive	0.283	0.355	0.362
@user209307	neutral	0.399	0.524	0.077
@user209309	neutral	0.443	0.452	0.105
heathrow	neutral	0.131	0.77	0.099
screenings	negative	0.444	0.429	0.127
longterm	neutral	0.035	0.708	0.257
chewbacca	negative	0.51	0.349	0.142
@user209056	neutral	0.169	0.562	0.269
cumin	negative	0.474	0.468	0.058
@user209050	neutral	0.425	0.537	0.038
aliens	negative	0.696	0.272	0.032
tokidoki	positive	0.001	0.389	0.61
pancho	neutral	0.031	0.778	0.191
@user141785	negative	0.412	0.264	0.324
shabbos	neutral	0.051	0.669	0.28
psshhh	neutral	0.125	0.811	0.064
trojans	negative	0.533	0.272	0.195
culpa	neutral	0.359	0.598	0.043
gurlie	positive	0.154	0.106	0.741
#arealhusband	negative	0.641	0.063	0.295
@user141910	neutral	0.227	0.404	0.369
@user2901172	positive	0.059	0.362	0.579
@user209181	neutral	0.073	0.84	0.087
dermot	neutral	0.055	0.683	0.262
@user141978	positive	0.003	0.219	0.778
gurlll	negative	0.376	0.289	0.335
finland	neutral	0.253	0.408	0.339
@user209134	neutral	0.452	0.52	0.027
cuman	neutral	0.099	0.867	0.034
dampier	neutral	0.215	0.442	0.343
@user576317	neutral	0.189	0.701	0.11
cults	negative	0.66	0.313	0.027
recyclable	neutral	0.159	0.663	0.178
glossy	neutral	0.009	0.665	0.327
#video	negative	0.396	0.345	0.259
