word	label	negative	neutral	positive
'grandpa\'s'	neutral	0.216	0.502	0.282
guarded	negative	0.401	0.248	0.352
?......	positive	0.143	0.421	0.436
powerhouse	positive	0.09	0.38	0.53
'client\'s'	neutral	0.008	0.698	0.294
s/he	positive	0.259	0.099	0.642
#thoughtsduringsex	negative	0.602	0.351	0.047
upping	neutral	0.011	0.569	0.421
quinta	neutral	0.108	0.662	0.23
kick-off	neutral	0.242	0.468	0.29
alaina	positive	0.028	0.458	0.514
nurul	neutral	0.122	0.63	0.248
zaraz	positive	0.227	0.235	0.539
@user19039	positive	0.009	0.106	0.884
quinto	neutral	0.202	0.581	0.217
disowned	negative	0.83	0.011	0.159
agoora	neutral	0.139	0.612	0.249
quinoa	neutral	0.02	0.907	0.073
quincy	neutral	0.127	0.827	0.046
quince	neutral	0.043	0.781	0.176
contractor	neutral	0.02	0.638	0.341
pretendo	neutral	0.203	0.566	0.231
pretends	negative	0.483	0.305	0.212
qndo	neutral	0.26	0.607	0.133
#savvyblogging	positive	0.134	0.357	0.509
)))))	positive	0.082	0.335	0.583
shortest	positive	0.316	0.326	0.358
s0me	neutral	0.425	0.511	0.064
browns	neutral	0.222	0.418	0.36
immediately	neutral	0.325	0.506	0.169
s0ng	neutral	0.081	0.689	0.23
memphis	neutral	0.124	0.608	0.268
machen	negative	0.376	0.331	0.293
kicks	negative	0.605	0.303	0.092
apropos	positive	0.103	0.209	0.689
#savesarah	negative	0.463	0.456	0.081
fuuckk	negative	0.787	0.143	0.069
clocks	neutral	0.181	0.797	0.022
pewnie	neutral	0.3	0.53	0.171
abiss	neutral	0.233	0.386	0.381
machan	neutral	0.222	0.639	0.139
'nanny\'s'	neutral	0.12	0.786	0.093
bfore	negative	0.52	0.395	0.084
updating	neutral	0.346	0.533	0.121
amelie	neutral	0.43	0.508	0.063
amelia	neutral	0.102	0.664	0.233
lilith	positive	0.01	0.486	0.504
kibum	neutral	0.395	0.405	0.2
magician	neutral	0.069	0.546	0.385
metade	neutral	0.132	0.714	0.154
lilian	neutral	0.043	0.622	0.335
steelers	negative	0.554	0.162	0.284
banyak	neutral	0.161	0.42	0.42
actully	neutral	0.124	0.641	0.234
browse	neutral	0.11	0.658	0.232
qoes	negative	0.647	0.327	0.026
screws	negative	0.716	0.243	0.042
'carey\'s'	neutral	0.211	0.741	0.048
qoin	neutral	0.402	0.535	0.064
hip-hop	neutral	0.193	0.533	0.274
qood	neutral	0.217	0.472	0.312
qont	negative	0.635	0.247	0.118
mariska	positive	0.204	0.253	0.542
qone	negative	0.562	0.369	0.069
'kid\'s'	neutral	0.214	0.538	0.248
mentors	positive	0.045	0.175	0.78
nutty	negative	0.491	0.454	0.055
@user174802	positive	0.109	0.21	0.681
qott	neutral	0.213	0.544	0.243
schemes	neutral	0.143	0.79	0.068
qotd	positive	0.298	0.087	0.615
marissa	neutral	0.113	0.779	0.107
anissa	neutral	0.041	0.838	0.12
patented	neutral	0.382	0.543	0.075
mixtape	neutral	0.206	0.599	0.195
hipster	negative	0.495	0.461	0.044
@user4032779	positive	0.101	0.139	0.76
everynite	neutral	0.253	0.566	0.181
kiara	neutral	0.078	0.786	0.136
@user517139	neutral	0.023	0.725	0.252
@user517138	neutral	0.06	0.495	0.445
augusta	neutral	0.062	0.881	0.057
nuthn	negative	0.494	0.166	0.339
@user83759	positive	0.023	0.143	0.833
creamm	neutral	0.03	0.593	0.377
creams	neutral	0.086	0.631	0.283
emmerdale	neutral	0.309	0.465	0.226
challenges	positive	0.086	0.431	0.482
challenged	negative	0.603	0.233	0.164
challenger	neutral	0.009	0.608	0.383
earning	positive	0.03	0.481	0.49
tweetville	positive	0.033	0.226	0.741
re-do	neutral	0.413	0.501	0.086
kenneth	neutral	0.153	0.776	0.071
inverness	neutral	0.265	0.57	0.165
'david\'s'	neutral	0.155	0.485	0.36
adjectives	neutral	0.165	0.62	0.215
gotham	neutral	0.028	0.671	0.301
tryingg	negative	0.574	0.2	0.226
simmering	neutral	0.061	0.917	0.022
morales	neutral	0.11	0.482	0.408
listenting	positive	0.036	0.431	0.532
kiera	positive	0.054	0.386	0.56
kiero	negative	0.442	0.309	0.249
shopper	negative	0.42	0.26	0.319
shoppen	neutral	0.149	0.638	0.213
gothic	neutral	0.113	0.562	0.325
succesful	positive	0.047	0.078	0.875
shopped	neutral	0.14	0.79	0.07
stewart	neutral	0.078	0.7	0.222
@user174511	positive	0.062	0.408	0.53
shoppin	neutral	0.133	0.75	0.117
arrangements	neutral	0.212	0.633	0.155
kennedy	neutral	0.092	0.681	0.227
corcerneth	positive	0.002	0.354	0.643
risada	neutral	0.101	0.497	0.402
#mileycyrus	positive	0.046	0.323	0.631
rattle	negative	0.668	0.321	0.011
norwalk	neutral	0.02	0.952	0.028
schmap.it	positive	0.006	0.08	0.914
infrastructure	neutral	0.017	0.619	0.364
'follower\'s'	neutral	0.02	0.545	0.436
amerie	positive	0.052	0.424	0.524
#coffee	neutral	0.208	0.726	0.067
maddness	negative	0.567	0.157	0.276
?.......	neutral	0.168	0.436	0.396
kiedy	neutral	0.269	0.616	0.115
awsomee	positive	0.208	0.092	0.7
puting	neutral	0.101	0.845	0.054
basingstoke	neutral	0.279	0.602	0.119
hahhahah	positive	0.151	0.358	0.491
hahhahaa	negative	0.474	0.316	0.21
youtubing	negative	0.747	0.198	0.055
crowded	negative	0.592	0.243	0.164
morally	positive	0.225	0.361	0.414
crowder	neutral	0.059	0.559	0.383
quiser	neutral	0.191	0.673	0.136
daughtry	positive	0.164	0.405	0.431
migraine	negative	0.761	0.176	0.063
becuase	negative	0.657	0.238	0.106
@user331746	neutral	0.019	0.651	0.33
reaches	positive	0.184	0.287	0.529
@user331717	positive	0.04	0.385	0.574
'mario\'s'	neutral	0.254	0.407	0.339
reached	positive	0.207	0.228	0.565
chihuahua	neutral	0.059	0.723	0.218
nigeria	neutral	0.104	0.696	0.2
relaxing	neutral	0.188	0.47	0.343
kidss	negative	0.433	0.308	0.259
shreveport	neutral	0.098	0.809	0.092
snowing	neutral	0.365	0.551	0.084
competitors	neutral	0.264	0.624	0.112
pieces	neutral	0.215	0.691	0.095
jumpin	neutral	0.417	0.565	0.018
jailbait	negative	0.798	0.168	0.033
@user83988	positive	0.155	0.218	0.627
sinatra	neutral	0.04	0.617	0.343
jumped	neutral	0.375	0.584	0.041
@user19431	neutral	0.144	0.503	0.354
qria	negative	0.535	0.149	0.316
jumper	neutral	0.147	0.763	0.089
quirks	negative	0.696	0.067	0.237
quirky	positive	0.186	0.156	0.658
avaliable	neutral	0.114	0.741	0.145
chipmunks	neutral	0.06	0.562	0.378
fansite	neutral	0.064	0.624	0.313
alamak	negative	0.86	0.049	0.09
kidds	negative	0.786	0.196	0.018
kiddo	positive	0.192	0.237	0.57
kiddy	neutral	0.435	0.539	0.025
marilyn	neutral	0.054	0.815	0.13
#wwfm	positive	0.038	0.127	0.834
doaku	positive	0.109	0.277	0.614
siberian	neutral	0.142	0.754	0.104
@user331632	positive	0.02	0.308	0.672
birfday	neutral	0.097	0.482	0.421
doank	negative	0.566	0.344	0.089
fansign	neutral	0.084	0.635	0.282
doang	neutral	0.242	0.559	0.199
marines	negative	0.526	0.405	0.069
shiznit	negative	0.58	0.285	0.135
experiencing	negative	0.388	0.282	0.329
@user188969	positive	0.115	0.274	0.611
staffer	positive	0.012	0.239	0.749
doain	neutral	0.06	0.519	0.421
motherfucking	negative	0.846	0.102	0.052
followerss	positive	0.02	0.355	0.624
'doc\'s'	neutral	0.317	0.356	0.327
followerrs	positive	0.05	0.361	0.59
rebels	neutral	0.263	0.523	0.215
dobar	neutral	0.209	0.656	0.135
@user19592	neutral	0.238	0.401	0.361
dobbs	neutral	0.075	0.808	0.118
motives	negative	0.554	0.232	0.215
zatím	neutral	0.075	0.693	0.231
suddenly	negative	0.622	0.309	0.068
@user19534	negative	0.442	0.208	0.35
mccarthy	neutral	0.136	0.791	0.073
shorties	neutral	0.258	0.71	0.032
muahahahaha	negative	0.54	0.152	0.308
maccas	neutral	0.067	0.748	0.185
quavers	neutral	0.096	0.71	0.194
consoles	neutral	0.057	0.881	0.062
motivos	neutral	0.166	0.612	0.221
crowbar	neutral	0.056	0.879	0.065
treatments	neutral	0.176	0.49	0.333
multitasker	neutral	0.203	0.539	0.258
spambots	negative	0.7	0.256	0.045
agoraa	neutral	0.292	0.446	0.262
??...	neutral	0.322	0.47	0.209
#youreajonasfan	negative	0.405	0.357	0.238
different	neutral	0.066	0.823	0.111
ablum	neutral	0.063	0.735	0.202
tottaly	positive	0.356	0.266	0.377
'2pm\'s'	negative	0.683	0.167	0.15
bethlehem	positive	0.036	0.473	0.491
shepherds	neutral	0.21	0.649	0.142
@user7357587	positive	0.004	0.102	0.894
feedback	neutral	0.005	0.507	0.488
#bieberonustream	positive	0.031	0.208	0.761
shredder	neutral	0.098	0.746	0.156
pastrami	neutral	0.052	0.859	0.089
@user331582	neutral	0.083	0.687	0.23
shredded	neutral	0.149	0.833	0.018
bermuda	neutral	0.098	0.753	0.149
gigantic	negative	0.393	0.342	0.265
@user97305	positive	0.234	0.121	0.645
bandara	neutral	0.031	0.834	0.135
bandana	neutral	0.16	0.829	0.011
tutorial	neutral	0.069	0.848	0.083
gdnight	positive	0.045	0.432	0.523
bandaid	negative	0.627	0.348	0.025
docks	neutral	0.024	0.802	0.174
'sister\'s'	neutral	0.263	0.507	0.23
respectively	neutral	0.011	0.669	0.32
qual	neutral	0.139	0.832	0.029
qude	negative	0.671	0.284	0.045
quer	neutral	0.267	0.641	0.092
ques	neutral	0.09	0.626	0.284
quee	neutral	0.122	0.682	0.196
quem	neutral	0.245	0.6	0.155
miamii	neutral	0.272	0.433	0.294
dodge	neutral	0.19	0.622	0.187
tumben	neutral	0.187	0.544	0.269
hillywood	positive	0.045	0.386	0.569
quik	negative	0.398	0.285	0.318
quis	neutral	0.125	0.705	0.17
quin	neutral	0.049	0.767	0.183
menthol	neutral	0.084	0.609	0.306
gotcha	positive	0.261	0.162	0.577
gotchu	positive	0.187	0.297	0.515
throwin	neutral	0.223	0.736	0.04
twestival	positive	0.001	0.482	0.517
fountains	neutral	0.091	0.886	0.023
pedindo	neutral	0.045	0.676	0.28
quot	negative	0.829	0.122	0.049
--->	positive	0.078	0.358	0.565
tumblr	neutral	0.359	0.542	0.099
----	neutral	0.241	0.431	0.328
cellphone	neutral	0.136	0.83	0.034
nigella	neutral	0.285	0.511	0.204
fácil	neutral	0.371	0.465	0.164
reblip	positive	0.028	0.44	0.533
lightbulb	neutral	0.198	0.752	0.051
dobro	neutral	0.036	0.806	0.159
snowmen	negative	0.521	0.443	0.036
quys	neutral	0.246	0.402	0.352
dobry	neutral	0.187	0.47	0.343
reblog	negative	0.453	0.393	0.154
dobra	neutral	0.171	0.527	0.303
strenght	positive	0.228	0.035	0.737
dobre	neutral	0.073	0.781	0.145
onscreen	neutral	0.136	0.545	0.319
@user97228	positive	0.035	0.375	0.59
ashleyy	neutral	0.083	0.505	0.413
ashleys	neutral	0.403	0.527	0.069
'needn\'t'	positive	0.205	0.041	0.754
needles	neutral	0.267	0.712	0.021
cecelia	neutral	0.009	0.568	0.424
dispenser	neutral	0.144	0.809	0.047
catelynn	neutral	0.285	0.444	0.271
blackberrys	negative	0.746	0.169	0.085
realities	positive	0.187	0.091	0.722
davinci	neutral	0.088	0.71	0.202
stingray	positive	0.254	0.339	0.407
jebus	positive	0.329	0.081	0.589
-->>	positive	0.176	0.223	0.601
snowman	neutral	0.207	0.738	0.055
#newyear	positive	0.015	0.302	0.683
animes	negative	0.491	0.386	0.123
animar	neutral	0.347	0.483	0.17
marlboro	neutral	0.132	0.782	0.087
stacking	neutral	0.032	0.733	0.235
about	negative	0.442	0.421	0.137
@user3135312	positive	0.1	0.098	0.802
mentira	neutral	0.204	0.542	0.254
federer	negative	0.62	0.202	0.179
daddies	negative	0.748	0.225	0.028
abotu	neutral	0.435	0.509	0.056
'-.-\''	negative	0.857	0.099	0.044
magic-selena	neutral	0.025	0.957	0.019
toward	neutral	0.178	0.683	0.139
#isupportgd	positive	0.302	0.192	0.506
postando	negative	0.486	0.376	0.139
aboot	neutral	0.256	0.717	0.026
gemist	neutral	0.323	0.605	0.073
tutoring	neutral	0.049	0.717	0.234
#howwouldyoufeel	neutral	0.155	0.671	0.175
incubator	neutral	0.076	0.909	0.014
southend	neutral	0.199	0.778	0.023
dobrý	neutral	0.164	0.724	0.112
reversing	neutral	0.029	0.713	0.258
jeesh	negative	0.903	0.033	0.064
mechanics	neutral	0.4	0.547	0.053
jericho	neutral	0.238	0.556	0.206
doesn	negative	0.627	0.227	0.147
lombardi	neutral	0.303	0.563	0.134
doess	neutral	0.084	0.628	0.288
eitherr	negative	0.379	0.288	0.333
abrir	neutral	0.178	0.725	0.098
sisterss	neutral	0.084	0.565	0.352
jeeze	negative	0.816	0.103	0.081
jeezy	neutral	0.341	0.574	0.085
jeezz	negative	0.76	0.178	0.063
bronte	neutral	0.273	0.546	0.182
morando	neutral	0.07	0.719	0.212
@user5786216	neutral	0.087	0.506	0.407
sisterly	positive	0.104	0.363	0.533
kilda	neutral	0.01	0.723	0.268
shoping	neutral	0.101	0.65	0.249
brooks	neutral	0.064	0.689	0.247
'kim\'s'	neutral	0.36	0.401	0.239
brooke	neutral	0.095	0.665	0.24
breakaway	neutral	0.199	0.569	0.233
portland	neutral	0.159	0.645	0.196
quizes	neutral	0.27	0.683	0.047
quizer	neutral	0.453	0.489	0.058
tireedd	positive	0.236	0.072	0.692
delivers	positive	0.11	0.278	0.612
butterflies	negative	0.654	0.275	0.071
definantly	neutral	0.288	0.403	0.309
brooch	neutral	0.004	0.695	0.301
carente	neutral	0.128	0.712	0.161
shortcuts	neutral	0.112	0.731	0.157
northeastern	neutral	0.031	0.686	0.283
jedno	neutral	0.206	0.718	0.076
competitive	positive	0.377	0.113	0.511
sleeppyy	neutral	0.314	0.422	0.264
mavericks	positive	0.262	0.203	0.535
rupanya	positive	0.335	0.268	0.397
commissioned	neutral	0.025	0.488	0.487
doppelganger	neutral	0.074	0.815	0.111
30-40	neutral	0.008	0.793	0.198
omlette	neutral	0.1	0.853	0.047
dodol	neutral	0.172	0.446	0.382
dodoi	neutral	0.148	0.523	0.329
viktor	neutral	0.044	0.642	0.313
lockdown	negative	0.516	0.468	0.016
webinar	neutral	0.019	0.62	0.361
fabregas	neutral	0.042	0.563	0.395
recreating	neutral	0.038	0.757	0.206
muslims	negative	0.422	0.218	0.36
jedan	neutral	0.07	0.879	0.051
risadas	neutral	0.192	0.555	0.253
últimos	neutral	0.106	0.811	0.082
'yesterday\'s'	neutral	0.339	0.388	0.273
'dog\'s'	neutral	0.274	0.559	0.167
fiesty	negative	0.447	0.387	0.166
jeden	neutral	0.357	0.56	0.083
weston	neutral	0.007	0.651	0.342
harassing	negative	0.776	0.04	0.184
deadmau5	neutral	0.174	0.432	0.394
unified	neutral	0.024	0.848	0.127
westin	neutral	0.017	0.919	0.064
#shoutsout	positive	0.043	0.237	0.72
motherfuckers	negative	0.728	0.115	0.157
wesley	neutral	0.078	0.703	0.219
futsal	neutral	0.278	0.665	0.057
aladin	neutral	0.109	0.477	0.414
martabak	neutral	0.166	0.467	0.367
brainwashed	negative	0.911	0.042	0.047
tlaga	positive	0.11	0.144	0.747
kinds	negative	0.414	0.222	0.364
kinda	negative	0.625	0.286	0.089
kings	neutral	0.134	0.46	0.406
@user228068	positive	0.291	0.152	0.557
kimia	positive	0.117	0.412	0.471
fiends	neutral	0.23	0.47	0.3
actuall	neutral	0.326	0.464	0.21
actualy	neutral	0.321	0.609	0.07
álbum	neutral	0.336	0.641	0.023
kimmy	neutral	0.092	0.504	0.404
@user6697158	positive	0.02	0.275	0.705
kimmi	neutral	0.062	0.547	0.391
@user752916	positive	0.014	0.31	0.676
heritage	neutral	0.091	0.578	0.331
ashland	neutral	0.016	0.848	0.136
rhodes	neutral	0.053	0.643	0.304
brotha	positive	0.098	0.306	0.595
funniest	positive	0.323	0.2	0.477
#shouts	positive	0.052	0.333	0.614
kimbo	negative	0.539	0.364	0.098
favourite	positive	0.047	0.335	0.618
@user83081	positive	0.005	0.337	0.659
scruff	neutral	0.135	0.495	0.369
towels	neutral	0.082	0.893	0.025
scrubs	neutral	0.303	0.495	0.202
blythe	neutral	0.079	0.753	0.168
hadsiuhasdasdadsu	positive	0.16	0.173	0.667
kiley	neutral	0.298	0.502	0.2
bimbos	negative	0.863	0.12	0.017
tchaau	positive	0.097	0.446	0.458
collecting	neutral	0.077	0.576	0.347
kilig	negative	0.61	0.029	0.36
doggy	neutral	0.353	0.56	0.087
jeffy	positive	0.161	0.211	0.628
jeffs	positive	0.323	0.301	0.376
towers	neutral	0.095	0.81	0.094
killa	neutral	0.427	0.44	0.133
colgate	neutral	0.14	0.506	0.354
kilos	neutral	0.192	0.786	0.022
risked	negative	0.539	0.409	0.052
donations	positive	0.093	0.441	0.467
transtv	neutral	0.212	0.778	0.01
uniform	neutral	0.066	0.839	0.094
esmee	positive	0.05	0.363	0.587
diarrhea	negative	0.646	0.169	0.185
shortcut	neutral	0.125	0.839	0.036
hyperr	neutral	0.288	0.534	0.178
samaritan	neutral	0.016	0.668	0.315
apreciate	positive	0.044	0.153	0.803
dobře	neutral	0.126	0.713	0.16
versión	neutral	0.384	0.416	0.2
southern	neutral	0.171	0.685	0.144
espec	positive	0.036	0.407	0.557
quiting	negative	0.437	0.23	0.333
#worstlies	neutral	0.436	0.475	0.089
wowzers	negative	0.732	0.089	0.179
on-line	negative	0.452	0.315	0.233
joguinho	neutral	0.189	0.706	0.105
demasiado	negative	0.708	0.239	0.053
futuro	neutral	0.223	0.593	0.184
eczema	negative	0.784	0.211	0.004
bantal	neutral	0.161	0.587	0.252
fluttering	neutral	0.185	0.754	0.061
delegates	negative	0.45	0.131	0.419
through	neutral	0.334	0.492	0.173
strength	positive	0.154	0.047	0.799
messin	negative	0.637	0.279	0.084
puttin	neutral	0.08	0.813	0.107
assignments	neutral	0.184	0.753	0.064
broski	positive	0.045	0.388	0.567
espn2	neutral	0.265	0.695	0.04
kiowa	neutral	0.03	0.615	0.355
'page\'s'	neutral	0.161	0.696	0.143
trabalhando	neutral	0.247	0.466	0.287
spellings	neutral	0.125	0.551	0.325
bookshelves	neutral	0.005	0.684	0.311
jeito	neutral	0.167	0.552	0.281
što	neutral	0.101	0.827	0.072
usefull	positive	0.181	0.101	0.717
@user83447	positive	0.1	0.149	0.751
treating	positive	0.294	0.204	0.503
waikiki	neutral	0.071	0.664	0.265
hebrew	neutral	0.029	0.865	0.106
montana	neutral	0.106	0.768	0.126
montage	neutral	0.264	0.659	0.077
pastries	neutral	0.036	0.596	0.368
retainer	neutral	0.175	0.816	0.009
abuja	positive	0.03	0.437	0.533
carnaval	neutral	0.32	0.636	0.044
dizzee	negative	0.62	0.285	0.095
halftime	neutral	0.104	0.638	0.258
eachother	negative	0.424	0.381	0.196
dizzle	neutral	0.337	0.435	0.228
kinks	neutral	0.186	0.628	0.186
doinq	neutral	0.168	0.705	0.127
dejavu	neutral	0.068	0.522	0.41
ww.bbmchat.com	positive	0.148	0.074	0.778
#bigbangtheory	neutral	0.247	0.633	0.12
'doin\''	neutral	0.025	0.74	0.234
embarass	negative	0.911	0.029	0.06
kinna	negative	0.826	0.109	0.065
doing	neutral	0.057	0.669	0.275
doinn	neutral	0.142	0.506	0.353
alittle	negative	0.517	0.298	0.185
doiin	neutral	0.128	0.603	0.269
longlast	positive	0.002	0.333	0.665
backrounds	neutral	0.035	0.551	0.414
doida	neutral	0.12	0.469	0.411
reboot	negative	0.506	0.393	0.101
@user97952	positive	0.003	0.046	0.95
doido	neutral	0.243	0.514	0.243
'don\'t'	negative	0.803	0.159	0.037
finders	neutral	0.12	0.618	0.262
renesmee	neutral	0.122	0.486	0.392
kirby	neutral	0.09	0.745	0.166
#pickone	neutral	0.131	0.822	0.047
jelas	neutral	0.239	0.66	0.101
fantasy	neutral	0.06	0.61	0.331
earthh	neutral	0.029	0.853	0.118
termina	neutral	0.347	0.615	0.038
dolce	neutral	0.099	0.715	0.185
termino	neutral	0.167	0.688	0.145
kirim	neutral	0.148	0.661	0.191
jelek	neutral	0.373	0.39	0.237
'jen\'s'	neutral	0.201	0.664	0.135
ngerasa	neutral	0.079	0.525	0.396
sydney	neutral	0.149	0.598	0.252
alayna	neutral	0.038	0.894	0.068
#ausopen	negative	0.665	0.172	0.163
siguro	neutral	0.252	0.395	0.354
gendut	negative	0.457	0.394	0.149
shcool	negative	0.517	0.446	0.037
cablevision	negative	0.508	0.314	0.178
300th	positive	0.055	0.468	0.477
#wipfire	neutral	0.124	0.754	0.122
jello	neutral	0.242	0.633	0.124
blessthefall	neutral	0.363	0.456	0.181
reliving	positive	0.258	0.17	0.573
apresentação	neutral	0.051	0.61	0.339
curing	negative	0.565	0.25	0.184
#ashley	positive	0.451	0.085	0.464
services	neutral	0.035	0.569	0.396
serviced	neutral	0.47	0.485	0.045
#xbox	negative	0.457	0.4	0.143
#imaddicted2	neutral	0.373	0.393	0.234
knoxville	neutral	0.117	0.635	0.248
ibooks	neutral	0.074	0.467	0.459
@user359827	neutral	0.026	0.643	0.332
dolly	neutral	0.072	0.797	0.131
dolls	neutral	0.122	0.72	0.158
spazzy	negative	0.837	0.008	0.154
migrated	neutral	0.19	0.667	0.143
dolla	neutral	0.299	0.572	0.129
kira2	neutral	0.164	0.773	0.062
jeanette	neutral	0.006	0.599	0.395
electronics	neutral	0.073	0.76	0.167
electronica	neutral	0.077	0.701	0.222
dokey	neutral	0.258	0.392	0.351
#mcrchat	negative	0.489	0.317	0.194
kinikilig	positive	0.265	0.198	0.537
dokes	neutral	0.299	0.45	0.251
exited	positive	0.187	0.353	0.459
'crew\'s'	neutral	0.096	0.852	0.051
facials	neutral	0.149	0.752	0.099
crazyness	neutral	0.415	0.478	0.107
@user4204365	positive	0.001	0.065	0.934
dispose	negative	0.487	0.438	0.075
firewire	neutral	0.015	0.858	0.127
playingg	neutral	0.132	0.618	0.251
기다릴게	positive	0.113	0.196	0.691
acaranya	neutral	0.052	0.643	0.305
heyheyhey	positive	0.039	0.307	0.654
existe	neutral	0.249	0.597	0.154
exists	neutral	0.186	0.55	0.265
inserting	neutral	0.114	0.479	0.407
esmée	positive	0.006	0.455	0.538
strung	neutral	0.39	0.439	0.171
clouds	neutral	0.256	0.407	0.337
curhat	neutral	0.061	0.574	0.366
dokie	neutral	0.348	0.424	0.228
kites	neutral	0.194	0.757	0.049
v.i.p	neutral	0.081	0.772	0.147
estou	neutral	0.236	0.594	0.169
estoy	neutral	0.298	0.582	0.119
@username	neutral	0.106	0.592	0.302
donkk	negative	0.426	0.329	0.245
donee	neutral	0.149	0.526	0.325
she/he	negative	0.587	0.039	0.374
jenga	neutral	0.323	0.466	0.212
donde	neutral	0.206	0.681	0.113
dongg	neutral	0.111	0.539	0.351
dongs	neutral	0.063	0.554	0.383
don`t	negative	0.786	0.109	0.105
aaliyah	positive	0.157	0.378	0.465
spilled	negative	0.516	0.473	0.012
shari	positive	0.051	0.255	0.694
sharp	neutral	0.144	0.615	0.241
estes	neutral	0.018	0.498	0.484
ester	neutral	0.185	0.717	0.099
shake	neutral	0.365	0.606	0.03
jenna	neutral	0.068	0.708	0.224
jenni	neutral	0.027	0.603	0.37
jenns	negative	0.563	0.389	0.048
shall	neutral	0.149	0.661	0.19
shalt	negative	0.505	0.469	0.026
jenom	neutral	0.176	0.727	0.097
kitty	neutral	0.265	0.52	0.215
shana	neutral	0.082	0.624	0.294
shang	neutral	0.025	0.837	0.138
shani	neutral	0.013	0.581	0.407
shane	neutral	0.073	0.588	0.339
shank	negative	0.773	0.091	0.136
estao	neutral	0.163	0.663	0.174
estar	neutral	0.348	0.391	0.261
estan	neutral	0.227	0.648	0.125
estas	neutral	0.164	0.734	0.102
sequins	neutral	0.043	0.794	0.163
seryoso	neutral	0.452	0.483	0.065
cowgirls	negative	0.438	0.179	0.383
metres	neutral	0.4	0.597	0.003
cloths	neutral	0.058	0.854	0.089
donut	neutral	0.336	0.616	0.048
raat	neutral	0.232	0.496	0.272
dontt	negative	0.853	0.094	0.053
radi	neutral	0.064	0.829	0.106
rada	neutral	0.325	0.48	0.195
radd	neutral	0.33	0.613	0.057
ensures	negative	0.642	0.13	0.228
rach	neutral	0.077	0.695	0.228
cellcast	positive	0.223	0.308	0.469
rabu	positive	0.226	0.335	0.438
saigon	neutral	0.172	0.766	0.063
#happybdayhayley	positive	0.015	0.214	0.771
